  
       XFOIL         Version 6.99
  
 Calculated polar for: wxtail-10                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.300 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
 -13.400  -0.9063   0.19726   0.19565   0.0947   0.7453   0.0476  17.0875  56.8520
 -13.200  -0.9069   0.19200   0.18483   0.0897   0.7446   0.0491  17.1125  56.9660
 -13.000  -0.9062   0.18724   0.17734   0.0867   0.7437   0.0493  17.1443  56.9812
 -12.800  -0.9065   0.18205   0.16972   0.0836   0.7429   0.0494  17.1759  56.9893
 -12.600  -0.9084   0.17625   0.16160   0.0802   0.7420   0.0495  17.2056  56.9948
 -12.400  -0.9132   0.16922   0.15215   0.0761   0.7414   0.0495  17.2301  56.9990
 -12.000  -0.9372   0.15467   0.13789   0.0705   0.7403   0.0520  17.2671  57.1651
 -11.800  -0.9389   0.15004   0.13228   0.0683   0.7393   0.0525  17.3047  57.1935
 -11.600  -0.9460   0.14354   0.12443   0.0648   0.7385   0.0530  17.3321  57.2260
 -11.400  -0.9760   0.13013   0.10836   0.0559   0.7389   0.0536  17.3184  57.2708
 -11.200  -1.0221   0.11627   0.09183   0.0460   0.7397   0.0540  17.2916  57.2914
 -11.000  -1.0590   0.10683   0.08086   0.0399   0.7398   0.0541  17.2880  57.2985
 -10.800  -1.0900   0.09965   0.07275   0.0361   0.7395   0.0541  17.2960  57.3030
 -10.600  -1.1175   0.09372   0.06625   0.0338   0.7391   0.0542  17.3110  57.3071
 -10.400  -1.1427   0.08866   0.06085   0.0326   0.7386   0.0542  17.3309  57.3110
 -10.200  -1.1656   0.08421   0.05622   0.0322   0.7379   0.0543  17.3558  57.3153
 -10.000  -1.3039   0.05633   0.02788   0.0380   0.7422   0.0259  17.2013  55.0791
  -9.800  -1.3016   0.05461   0.02642   0.0393   0.7407   0.0258  17.2551  55.0660
  -9.600  -1.2978   0.05298   0.02507   0.0405   0.7391   0.0256  17.3128  55.0544
  -9.400  -1.2931   0.05139   0.02379   0.0417   0.7374   0.0255  17.3734  55.0441
  -9.200  -1.2872   0.04985   0.02257   0.0429   0.7357   0.0254  17.4364  55.0346
  -9.000  -1.2800   0.04832   0.02140   0.0441   0.7339   0.0253  17.5014  55.0261
  -8.800  -1.2713   0.04680   0.02027   0.0452   0.7320   0.0252  17.5678  55.0188
  -8.600  -1.2609   0.04525   0.01915   0.0462   0.7302   0.0252  17.6352  55.0130
  -8.400  -1.2484   0.04366   0.01806   0.0471   0.7283   0.0251  17.7033  55.0095
  -8.200  -1.2333   0.04201   0.01699   0.0479   0.7264   0.0251  17.7724  55.0099
  -8.000  -1.2156   0.04033   0.01597   0.0486   0.7242   0.0252  17.8490  55.0178
  -7.800  -1.1963   0.03871   0.01506   0.0492   0.7216   0.0255  17.9447  55.0401
  -7.600  -1.1802   0.03715   0.01425   0.0502   0.7191   0.0259  18.0661  55.0826
  -7.400  -1.1689   0.03567   0.01351   0.0516   0.7171   0.0266  18.2080  55.1439
  -7.200  -1.1601   0.03435   0.01279   0.0531   0.7151   0.0275  18.3558  55.2185
  -7.000  -1.1515   0.03322   0.01215   0.0545   0.7132   0.0284  18.4925  55.3003
  -6.800  -1.1420   0.03226   0.01161   0.0557   0.7113   0.0293  18.6269  55.3880
  -6.600  -1.1318   0.03140   0.01110   0.0570   0.7095   0.0304  18.7586  55.4808
  -6.400  -1.1213   0.03060   0.01062   0.0582   0.7077   0.0315  18.8870  55.5782
  -6.200  -1.1105   0.02986   0.01013   0.0593   0.7060   0.0326  19.0150  55.6736
  -6.000  -1.0992   0.02902   0.00967   0.0605   0.7040   0.0336  19.1509  55.7624
  -5.800  -1.0875   0.02825   0.00924   0.0616   0.7019   0.0345  19.3013  55.8418
  -5.600  -1.0756   0.02754   0.00884   0.0627   0.6998   0.0353  19.4552  55.9094
  -5.400  -1.0633   0.02688   0.00846   0.0638   0.6977   0.0359  19.6044  55.9644
  -5.200  -1.0521   0.02618   0.00806   0.0651   0.6958   0.0366  19.7416  56.0195
  -5.000  -1.0457   0.02514   0.00746   0.0670   0.6940   0.0382  19.8674  56.1488
  -4.800  -1.0367   0.02437   0.00701   0.0686   0.6923   0.0403  19.9898  56.3066
  -4.600  -1.0251   0.02359   0.00664   0.0698   0.6902   0.0427  20.0700  56.4896
  -4.400  -1.0124   0.02292   0.00631   0.0710   0.6877   0.0459  20.1590  56.7238
  -4.200  -1.0006   0.02220   0.00596   0.0723   0.6854   0.0519  20.2443  57.1553
  -4.000  -0.9944   0.02110   0.00545   0.0743   0.6832   0.0737  20.3230  58.5272
  -3.800  -0.9904   0.01988   0.00493   0.0765   0.6809   0.1195  20.4021  60.9148
  -3.600  -0.9862   0.01876   0.00447   0.0787   0.6787   0.1705  20.4816  63.1307
  -3.400  -0.9840   0.01775   0.00410   0.0814   0.6766   0.2233  20.5586  65.1629
  -3.200  -0.9839   0.01684   0.00381   0.0848   0.6745   0.2789  20.6320  67.1167
  -3.000  -0.9835   0.01590   0.00353   0.0881   0.6726   0.3420  20.7021  69.1968
  -2.800  -0.9811   0.01506   0.00333   0.0913   0.6706   0.4064  20.7711  71.2207
  -2.600  -0.9741   0.01446   0.00323   0.0939   0.6686   0.4634  20.8426  72.9702
  -2.400  -0.9630   0.01410   0.00319   0.0959   0.6665   0.5046  20.9168  74.2221
  -2.200  -0.9484   0.01399   0.00314   0.0973   0.6641   0.5360  21.0033  75.1736
  -2.000  -0.9309   0.01365   0.00318   0.0983   0.6619   0.5622  21.0729  75.9726
  -1.800  -0.9132   0.01336   0.00325   0.0992   0.6595   0.5866  21.1501  76.7200
  -1.600  -0.8947   0.01314   0.00333   0.1000   0.6570   0.6102  21.2327  77.4491
  -1.400  -0.8756   0.01299   0.00337   0.1007   0.6543   0.6305  21.3183  78.0830
  -1.200  -0.8552   0.01286   0.00348   0.1013   0.6517   0.6482  21.4033  78.6412
  -1.000  -0.8348   0.01281   0.00361   0.1019   0.6491   0.6665  21.4861  79.2246
  -0.800  -0.8124   0.01308   0.00412   0.1025   0.6465   0.6877  21.5711  79.9073
  -0.600  -0.7854   0.01399   0.00516   0.1028   0.6437   0.6996  21.6595  80.5009
  -0.400  -0.7588   0.01487   0.00607   0.1032   0.6412   0.7078  21.7409  80.9598
  -0.200  -0.7452   0.01467   0.00582   0.1045   0.6391   0.7354  21.8085  82.3318
   0.000  -0.7233   0.01501   0.00613   0.1050   0.6372   0.7439  21.8682  82.6322
   0.200  -0.7060   0.01523   0.00617   0.1060   0.6354   0.7539  21.9260  82.9851
   0.400  -0.6817   0.01558   0.00645   0.1061   0.6332   0.7580  21.9972  83.1334
   0.600  -0.6557   0.01582   0.00687   0.1058   0.6309   0.7614  22.0709  83.2615
   0.800  -0.6308   0.01604   0.00722   0.1057   0.6277   0.7653  22.1722  83.4037
   1.000  -0.6073   0.01619   0.00742   0.1057   0.6240   0.7699  22.2884  83.5724
   1.200  -0.5862   0.01623   0.00746   0.1061   0.6205   0.7758  22.3991  83.7897
   1.400  -0.5670   0.01622   0.00739   0.1066   0.6174   0.7821  22.4966  84.0198
   1.600  -0.5429   0.01622   0.00756   0.1067   0.6148   0.7849  22.5798  84.1289
   1.800  -0.5190   0.01629   0.00771   0.1068   0.6124   0.7876  22.6563  84.2303
   2.000  -0.4955   0.01635   0.00777   0.1071   0.6101   0.7904  22.7290  84.3409
   2.200  -0.4726   0.01638   0.00779   0.1074   0.6079   0.7939  22.7981  84.4744
   2.400  -0.4506   0.01640   0.00775   0.1078   0.6058   0.7983  22.8632  84.6425
   2.600  -0.4306   0.01641   0.00761   0.1084   0.6037   0.8040  22.9295  84.8622
   2.800  -0.4110   0.01642   0.00748   0.1088   0.6009   0.8089  23.0196  85.0495
   3.000  -0.3869   0.01638   0.00770   0.1088   0.5973   0.8112  23.1311  85.1450
   3.200  -0.3624   0.01644   0.00788   0.1087   0.5930   0.8137  23.2671  85.2431
   3.400  -0.3384   0.01650   0.00799   0.1088   0.5888   0.8164  23.3966  85.3541
   3.600  -0.3153   0.01649   0.00799   0.1090   0.5851   0.8195  23.5123  85.4803
   3.800  -0.2931   0.01641   0.00790   0.1093   0.5818   0.8231  23.6138  85.6248
   4.000  -0.2727   0.01628   0.00771   0.1098   0.5790   0.8277  23.7013  85.8074
   4.200  -0.2543   0.01613   0.00736   0.1104   0.5763   0.8325  23.7846  86.0038
   4.400  -0.2322   0.01586   0.00727   0.1110   0.5735   0.8347  23.8739  86.0981
   4.600  -0.2092   0.01588   0.00722   0.1113   0.5694   0.8369  24.0013  86.1892
   4.800  -0.1850   0.01588   0.00735   0.1112   0.5651   0.8392  24.1339  86.2891
   5.000  -0.1612   0.01586   0.00738   0.1112   0.5596   0.8417  24.3039  86.3963
   5.200  -0.1381   0.01578   0.00731   0.1114   0.5544   0.8444  24.4631  86.5105
   5.400  -0.1163   0.01561   0.00711   0.1117   0.5496   0.8473  24.6112  86.6342
   5.600  -0.0957   0.01539   0.00684   0.1122   0.5451   0.8504  24.7504  86.7662
   5.800  -0.0762   0.01518   0.00648   0.1128   0.5401   0.8534  24.9063  86.8940
   6.000  -0.0562   0.01511   0.00623   0.1130   0.5342   0.8558  25.0868  86.9939
   6.200  -0.0342   0.01485   0.00618   0.1132   0.5272   0.8574  25.3029  87.0673
   6.400  -0.0113   0.01464   0.00607   0.1134   0.5193   0.8590  25.5464  87.1405
   6.600   0.0116   0.01447   0.00587   0.1137   0.5113   0.8607  25.7913  87.2209
   6.800   0.0341   0.01440   0.00571   0.1140   0.5025   0.8626  26.0618  87.3067
   7.000   0.0574   0.01429   0.00562   0.1139   0.4901   0.8644  26.4408  87.3878
   7.200   0.0794   0.01413   0.00532   0.1142   0.4755   0.8661  26.8902  87.4632
   7.400   0.1013   0.01403   0.00515   0.1143   0.4586   0.8675  27.4086  87.5273
   7.600   0.1223   0.01395   0.00488   0.1145   0.4403   0.8688  27.9721  87.5855
   7.800   0.1439   0.01390   0.00476   0.1145   0.4218   0.8699  28.5471  87.6377
   8.000   0.1647   0.01390   0.00457   0.1145   0.3976   0.8709  29.3017  87.6839
   8.200   0.1853   0.01396   0.00441   0.1145   0.3671   0.8718  30.2615  87.7245
   8.400   0.2058   0.01410   0.00430   0.1145   0.3362   0.8729  31.2528  87.7731
   8.600   0.2262   0.01431   0.00425   0.1144   0.3028   0.8741  32.3507  87.8293
   8.800   0.2464   0.01459   0.00423   0.1141   0.2670   0.8751  33.5641  87.8748
   9.000   0.2666   0.01496   0.00427   0.1138   0.2299   0.8758  34.8742  87.9074
   9.200   0.2868   0.01536   0.00434   0.1134   0.1929   0.8764  36.2646  87.9345
   9.400   0.3065   0.01589   0.00447   0.1128   0.1524   0.8770  37.9013  87.9619
   9.600   0.3257   0.01656   0.00467   0.1122   0.1076   0.8776  39.9435  87.9860
   9.800   0.3439   0.01745   0.00503   0.1115   0.0648   0.8779  42.3017  88.0016
  10.000   0.3631   0.01811   0.00537   0.1110   0.0520   0.8781  43.1293  88.0092
  10.200   0.3836   0.01848   0.00558   0.1106   0.0482   0.8782  43.4096  88.0169
  10.400   0.4032   0.01892   0.00583   0.1102   0.0450   0.8787  43.6381  88.0395
  10.600   0.4220   0.01952   0.00618   0.1097   0.0424   0.8791  43.8257  88.0626
  10.800   0.4385   0.02043   0.00670   0.1093   0.0402   0.8797  43.9879  88.0891
  11.000   0.4576   0.02088   0.00699   0.1089   0.0395   0.8802  44.0474  88.1138
  11.200   0.4769   0.02132   0.00727   0.1085   0.0386   0.8805  44.1184  88.1273
  11.400   0.4961   0.02182   0.00758   0.1080   0.0375   0.8804  44.2097  88.1257
  11.600   0.5151   0.02239   0.00791   0.1074   0.0362   0.8801  44.3188  88.1073
  11.800   0.5338   0.02300   0.00827   0.1068   0.0348   0.8796  44.4394  88.0872
  12.000   0.5517   0.02366   0.00865   0.1062   0.0334   0.8795  44.5562  88.0793
  12.200   0.5685   0.02437   0.00908   0.1057   0.0322   0.8797  44.6567  88.0896
  12.400   0.5842   0.02521   0.00957   0.1054   0.0312   0.8799  44.7440  88.0976
  12.600   0.5983   0.02620   0.01015   0.1053   0.0303   0.8801  44.8192  88.1075
  12.800   0.6113   0.02735   0.01084   0.1058   0.0297   0.8803  44.8762  88.1211
  13.000   0.6242   0.02867   0.01167   0.1062   0.0292   0.8805  44.9135  88.1281
  13.200   0.6374   0.03013   0.01263   0.1064   0.0290   0.8801  44.9350  88.1096
  13.400   0.6504   0.03168   0.01371   0.1063   0.0289   0.8796  44.9451  88.0825
  13.600   0.6628   0.03326   0.01486   0.1059   0.0288   0.8790  44.9478  88.0564
  13.800   0.6741   0.03486   0.01606   0.1051   0.0288   0.8785  44.9455  88.0313
  14.000   0.6818   0.03638   0.01722   0.1046   0.0289   0.8780  44.9401  88.0064
  14.200   0.6887   0.03795   0.01849   0.1039   0.0290   0.8776  44.9323  87.9897
  14.400   0.6955   0.03960   0.01988   0.1031   0.0291   0.8773  44.9222  87.9759
  14.600   0.7005   0.04135   0.02139   0.1022   0.0293   0.8770  44.9100  87.9619
  14.800   0.7041   0.04321   0.02303   0.1013   0.0294   0.8767  44.8953  87.9479
  15.000   0.7054   0.04526   0.02491   0.1002   0.0296   0.8764  44.8775  87.9335
  15.200   0.7040   0.04761   0.02711   0.0990   0.0299   0.8761  44.8547  87.9199
  15.400   0.6976   0.05055   0.02995   0.0974   0.0303   0.8758  44.8232  87.9058
  15.600   0.6819   0.05477   0.03416   0.0949   0.0309   0.8755  44.7712  87.8913
  15.800   0.6503   0.06154   0.04100   0.0910   0.0320   0.8752  44.6784  87.8763
  16.000   0.5912   0.07302   0.05301   0.0828   0.0331   0.8748  44.5807  87.8603
  16.200   0.4677   0.10219   0.08235   0.0666   0.0405   0.8745  43.9658  87.8481
  16.400   0.4032   0.12819   0.10759   0.0574   0.0538   0.8745  43.0033  87.8466
  16.600   0.4043   0.13225   0.11214   0.0553   0.0537   0.8743  43.0073  87.8357
  16.800   0.4058   0.13608   0.11657   0.0533   0.0537   0.8740  43.0129  87.8249
  17.000   0.4078   0.13972   0.12100   0.0512   0.0535   0.8738  43.0213  87.8144
  17.200   0.4103   0.14315   0.12554   0.0491   0.0533   0.8736  43.0369  87.8040
  17.400   0.4099   0.14664   0.13227   0.0456   0.0520   0.8734  43.1331  87.7945
  17.600   0.4086   0.15057   0.13846   0.0426   0.0497   0.8731  43.2961  87.7851
  17.800   0.4117   0.15376   0.14261   0.0407   0.0485   0.8729  43.3878  87.7758
  18.000   0.4160   0.15675   0.14639   0.0390   0.0474   0.8727  43.4626  87.7662
  18.200   0.4209   0.15961   0.15000   0.0375   0.0465   0.8725  43.5274  87.7570
  18.400   0.4263   0.16236   0.15349   0.0360   0.0457   0.8723  43.5848  87.7482
  18.600   0.4322   0.16503   0.15687   0.0346   0.0450   0.8721  43.6364  87.7398
  18.800   0.4385   0.16753   0.16006   0.0333   0.0443   0.8720  43.6879  87.7319
  19.000   0.4457   0.16983   0.16293   0.0321   0.0436   0.8718  43.7415  87.7236
  19.200   0.4540   0.17191   0.16539   0.0311   0.0429   0.8716  43.7932  87.7166
  19.400   0.4635   0.17384   0.16743   0.0304   0.0422   0.8715  43.8397  87.7095
  19.600   0.4742   0.17570   0.16903   0.0299   0.0417   0.8713  43.8818  87.7033
  19.800   0.4843   0.17783   0.17046   0.0295   0.0411   0.8712  43.9237  87.6975
  20.000   0.4817   0.18491   0.17506   0.0281   0.0400   0.8711  44.0032  87.6910
