  
       XFOIL         Version 6.99
  
 Calculated polar for: wxtail                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.300 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
 -14.600  -0.6853   0.15630   0.13782   0.0234   1.0000   0.0514   1.0000  55.9911
 -14.400  -0.6864   0.15136   0.13172   0.0208   1.0000   0.0515   1.0000  55.9957
 -14.200  -0.6891   0.14587   0.12518   0.0180   1.0000   0.0515   1.0000  55.9991
 -13.800  -0.7096   0.13295   0.11520   0.0142   1.0000   0.0540   1.0000  56.1574
 -13.600  -0.7098   0.12901   0.11108   0.0126   1.0000   0.0544   1.0000  56.1827
 -13.400  -0.7132   0.12420   0.10596   0.0103   1.0000   0.0547   1.0000  56.2076
 -13.200  -0.7232   0.11751   0.09876   0.0069   1.0000   0.0551   1.0000  56.2321
 -13.000  -0.7647   0.10235   0.08226  -0.0028   1.0000   0.0557   1.0000  56.2709
 -12.800  -0.8092   0.09039   0.06937  -0.0115   1.0000   0.0560   1.0000  56.2923
 -12.600  -0.8433   0.08239   0.06096  -0.0169   1.0000   0.0562   1.0000  56.3015
 -12.400  -0.8726   0.07612   0.05450  -0.0207   1.0000   0.0562   1.0000  56.3048
 -12.200  -0.8992   0.07084   0.04917  -0.0233   1.0000   0.0562   1.0000  56.3033
 -12.000  -0.9248   0.06620   0.04455  -0.0251   1.0000   0.0561   1.0000  56.2946
 -11.800  -0.9546   0.06173   0.04009  -0.0261   1.0000   0.0557   1.0000  56.2665
 -11.200  -1.0249   0.03825   0.01754  -0.0211   1.0000   0.0269   1.0000  54.0353
 -11.000  -1.0160   0.03675   0.01640  -0.0204   1.0000   0.0269   1.0000  54.0290
 -10.800  -1.0056   0.03520   0.01526  -0.0197   1.0000   0.0268   1.0000  54.0248
 -10.600  -0.9936   0.03357   0.01409  -0.0191   1.0000   0.0268   1.0000  54.0238
 -10.400  -0.9799   0.03183   0.01289  -0.0186   1.0000   0.0268   1.0000  54.0282
 -10.200  -0.9648   0.03003   0.01170  -0.0181   1.0000   0.0270   1.0000  54.0419
 -10.000  -0.9496   0.02825   0.01059  -0.0176   1.0000   0.0273   1.0000  54.0709
  -9.800  -0.9362   0.02664   0.00963  -0.0169   1.0000   0.0279   1.0000  54.1192
  -9.600  -0.9249   0.02526   0.00882  -0.0161   1.0000   0.0286   1.0000  54.1854
  -9.200  -0.8925   0.02325   0.00752  -0.0163   0.8796   0.0308  11.8232  54.3768
  -9.000  -0.8816   0.02263   0.00711  -0.0150   0.8623   0.0319  12.6081  54.4694
  -8.800  -0.8684   0.02202   0.00671  -0.0141   0.8511   0.0331  13.1023  54.5748
  -8.600  -0.8543   0.02142   0.00631  -0.0133   0.8424   0.0343  13.4688  54.6806
  -8.400  -0.8398   0.02086   0.00593  -0.0125   0.8349   0.0355  13.7820  54.7772
  -8.200  -0.8246   0.02035   0.00558  -0.0117   0.8286   0.0364  14.0432  54.8621
  -8.000  -0.8082   0.01984   0.00525  -0.0112   0.8227   0.0373  14.2744  54.9330
  -7.800  -0.7915   0.01940   0.00495  -0.0106   0.8167   0.0379  14.5120  54.9873
  -7.600  -0.7786   0.01859   0.00445  -0.0096   0.8110   0.0394  14.7386  55.1005
  -7.400  -0.7643   0.01789   0.00402  -0.0087   0.8057   0.0417  14.9465  55.2717
  -7.200  -0.7475   0.01734   0.00371  -0.0082   0.8017   0.0444  15.1023  55.4699
  -7.000  -0.7296   0.01686   0.00345  -0.0078   0.7976   0.0481  15.2537  55.7447
  -6.800  -0.7123   0.01630   0.00313  -0.0073   0.7935   0.0550  15.4075  56.2244
  -6.600  -0.6982   0.01538   0.00268  -0.0065   0.7895   0.0847  15.5598  58.0241
  -6.400  -0.6849   0.01440   0.00226  -0.0058   0.7856   0.1389  15.7078  60.6610
  -6.200  -0.6696   0.01366   0.00194  -0.0052   0.7817   0.1912  15.8544  62.8250
  -6.000  -0.6536   0.01301   0.00167  -0.0047   0.7776   0.2452  16.0065  64.8290
  -5.800  -0.6369   0.01234   0.00146  -0.0043   0.7747   0.3002  16.1126  66.7166
  -5.600  -0.6194   0.01179   0.00134  -0.0038   0.7710   0.3526  16.2431  68.4248
  -5.400  -0.6007   0.01142   0.00130  -0.0034   0.7670   0.3990  16.3884  69.8925
  -5.200  -0.5810   0.01119   0.00133  -0.0030   0.7629   0.4358  16.5357  71.0318
  -5.000  -0.5606   0.01106   0.00140  -0.0027   0.7591   0.4661  16.6728  71.9646
  -4.800  -0.5400   0.01101   0.00153  -0.0023   0.7557   0.4936  16.7956  72.8049
  -4.600  -0.5188   0.01105   0.00167  -0.0020   0.7521   0.5136  16.9237  73.4143
  -4.400  -0.4966   0.01113   0.00175  -0.0019   0.7489   0.5286  17.0383  73.8731
  -4.200  -0.4745   0.01111   0.00191  -0.0018   0.7462   0.5422  17.1327  74.2921
  -4.000  -0.4523   0.01120   0.00211  -0.0016   0.7430   0.5580  17.2422  74.7780
  -3.800  -0.4302   0.01129   0.00230  -0.0014   0.7396   0.5713  17.3600  75.1869
  -3.600  -0.4080   0.01144   0.00258  -0.0011   0.7359   0.5831  17.4869  75.5523
  -3.400  -0.3856   0.01158   0.00272  -0.0009   0.7322   0.5927  17.6168  75.8511
  -3.200  -0.3634   0.01166   0.00279  -0.0007   0.7286   0.6000  17.7415  76.0756
  -3.000  -0.3410   0.01177   0.00297  -0.0005   0.7252   0.6067  17.8583  76.2881
  -2.800  -0.3187   0.01204   0.00315  -0.0003   0.7216   0.6130  17.9853  76.4861
  -2.600  -0.2957   0.01214   0.00329  -0.0003   0.7191   0.6194  18.0681  76.6866
  -2.400  -0.2728   0.01220   0.00337  -0.0003   0.7163   0.6254  18.1639  76.8742
  -2.200  -0.2500   0.01225   0.00342  -0.0004   0.7128   0.6303  18.2805  77.0298
  -2.000  -0.2274   0.01221   0.00353  -0.0003   0.7090   0.6352  18.4083  77.1852
  -1.800  -0.2046   0.01227   0.00365  -0.0001   0.7052   0.6394  18.5350  77.3189
  -1.600  -0.1819   0.01235   0.00373  -0.0000   0.7018   0.6438  18.6490  77.4584
  -1.400  -0.1592   0.01244   0.00380   0.0000   0.6988   0.6485  18.7500  77.6102
  -1.200  -0.1365   0.01252   0.00382   0.0001   0.6958   0.6531  18.8493  77.7560
  -1.000  -0.1140   0.01270   0.00381   0.0001   0.6922   0.6573  18.9705  77.8916
  -0.800  -0.0910   0.01277   0.00381  -0.0000   0.6892   0.6606  19.0707  77.9969
  -0.600  -0.0684   0.01260   0.00386  -0.0001   0.6858   0.6647  19.1819  78.1288
  -0.400  -0.0456   0.01257   0.00393  -0.0000   0.6822   0.6681  19.2995  78.2395
  -0.200  -0.0228   0.01260   0.00400  -0.0000   0.6787   0.6715  19.4140  78.3533
   0.000  -0.0000   0.01261   0.00402   0.0000   0.6751   0.6751  19.5295  78.4705
   0.200   0.0228   0.01260   0.00400   0.0000   0.6715   0.6787  19.6467  78.5861
   0.400   0.0456   0.01257   0.00393   0.0000   0.6681   0.6822  19.7606  78.7006
   0.600   0.0684   0.01260   0.00386   0.0001   0.6647   0.6858  19.8712  78.8182
   0.800   0.0910   0.01277   0.00381   0.0000   0.6606   0.6892  20.0031  78.9293
   1.000   0.1140   0.01270   0.00381  -0.0001   0.6573   0.6922  20.1083  79.0295
   1.200   0.1365   0.01252   0.00382  -0.0001   0.6531   0.6958  20.2442  79.1506
   1.400   0.1592   0.01244   0.00380  -0.0000   0.6485   0.6988  20.3898  79.2501
   1.600   0.1819   0.01235   0.00373   0.0000   0.6438   0.7018  20.5416  79.3511
   1.800   0.2046   0.01227   0.00365   0.0001   0.6394   0.7052  20.6811  79.4651
   2.000   0.2274   0.01221   0.00353   0.0003   0.6352   0.7090  20.8147  79.5917
   2.200   0.2500   0.01225   0.00342   0.0004   0.6304   0.7128  20.9698  79.7196
   2.400   0.2728   0.01220   0.00337   0.0003   0.6254   0.7162  21.1258  79.8361
   2.600   0.2957   0.01214   0.00329   0.0003   0.6194   0.7191  21.3133  79.9319
   2.800   0.3187   0.01204   0.00315   0.0003   0.6131   0.7216  21.5136  80.0148
   3.000   0.3410   0.01177   0.00297   0.0005   0.6067   0.7252  21.7124  80.1416
   3.200   0.3634   0.01166   0.00279   0.0007   0.6000   0.7286  21.9247  80.2585
   3.400   0.3856   0.01158   0.00272   0.0009   0.5927   0.7322  22.1489  80.3832
   3.600   0.4080   0.01144   0.00258   0.0011   0.5831   0.7359  22.4477  80.5131
   3.800   0.4302   0.01129   0.00230   0.0014   0.5713   0.7396  22.8131  80.6400
   4.000   0.4523   0.01120   0.00211   0.0016   0.5580   0.7430  23.2235  80.7578
   4.200   0.4745   0.01111   0.00191   0.0018   0.5422   0.7462  23.7081  80.8673
   4.400   0.4966   0.01113   0.00175   0.0019   0.5285   0.7489  24.1272  80.9617
   4.600   0.5188   0.01105   0.00167   0.0020   0.5136   0.7521  24.5857  81.0763
   4.800   0.5400   0.01101   0.00153   0.0023   0.4936   0.7557  25.1951  81.2044
   5.000   0.5606   0.01106   0.00140   0.0027   0.4661   0.7591  26.0355  81.3272
   5.200   0.5810   0.01119   0.00133   0.0030   0.4358   0.7629  26.9683  81.4643
   5.400   0.6007   0.01142   0.00130   0.0034   0.3990   0.7670  28.1073  81.6116
   5.600   0.6194   0.01179   0.00134   0.0038   0.3526   0.7710  29.5746  81.7569
   5.800   0.6369   0.01234   0.00146   0.0043   0.3002   0.7747  31.2825  81.8874
   6.000   0.6536   0.01301   0.00167   0.0047   0.2452   0.7776  33.1713  81.9935
   6.200   0.6696   0.01366   0.00195   0.0052   0.1912   0.7817  35.1757  82.1457
   6.400   0.6849   0.01440   0.00226   0.0058   0.1388   0.7856  37.3402  82.2922
   6.600   0.6982   0.01538   0.00269   0.0065   0.0847   0.7895  39.9756  82.4402
   6.800   0.7123   0.01630   0.00313   0.0073   0.0550   0.7935  41.7771  82.5926
   7.000   0.7297   0.01686   0.00345   0.0078   0.0481   0.7976  42.2556  82.7464
   7.200   0.7475   0.01734   0.00371   0.0082   0.0444   0.8016  42.5301  82.8970
   7.400   0.7644   0.01789   0.00402   0.0087   0.0417   0.8058  42.7287  83.0542
   7.600   0.7786   0.01859   0.00446   0.0096   0.0394   0.8110  42.8998  83.2616
   7.800   0.7916   0.01940   0.00495   0.0106   0.0379   0.8167  43.0128  83.4879
   8.000   0.8084   0.01984   0.00525   0.0112   0.0373   0.8227  43.0672  83.7258
   8.200   0.8247   0.02035   0.00558   0.0117   0.0364   0.8286  43.1382  83.9571
   8.400   0.8399   0.02086   0.00594   0.0125   0.0355   0.8349  43.2233  84.2185
   8.600   0.8544   0.02142   0.00632   0.0133   0.0343   0.8424  43.3199  84.5314
   8.800   0.8686   0.02202   0.00671   0.0141   0.0331   0.8511  43.4258  84.8980
   9.000   0.8819   0.02263   0.00712   0.0150   0.0319   0.8623  43.5312  85.3919
   9.200   0.8928   0.02326   0.00753   0.0163   0.0308   0.8796  43.6240  86.1756
   9.400   0.9062   0.02402   0.00805   0.0169   0.0298   0.9169  43.7146  88.0663
   9.600   0.9253   0.02526   0.00883   0.0160   0.0286   1.0000  43.8153  97.0000
   9.800   0.9366   0.02665   0.00964   0.0168   0.0279   1.0000  43.8815  97.0000
  10.000   0.9500   0.02826   0.01061   0.0176   0.0273   1.0000  43.9296  97.0000
  10.200   0.9653   0.03004   0.01172   0.0181   0.0270   1.0000  43.9583  97.0000
  10.400   0.9804   0.03185   0.01292   0.0185   0.0268   1.0000  43.9719  97.0000
  10.600   0.9941   0.03358   0.01412   0.0190   0.0268   1.0000  43.9762  97.0000
  10.800   1.0061   0.03521   0.01528   0.0196   0.0268   1.0000  43.9752  97.0000
  11.000   1.0165   0.03676   0.01643   0.0203   0.0269   1.0000  43.9710  97.0000
  11.200   1.0255   0.03826   0.01757   0.0210   0.0269   1.0000  43.9646  97.0000
  11.400   1.0331   0.03974   0.01872   0.0217   0.0270   1.0000  43.9566  97.0000
  11.600   1.0395   0.04123   0.01991   0.0224   0.0271   1.0000  43.9473  97.0000
  11.800   1.0448   0.04276   0.02116   0.0230   0.0272   1.0000  43.9365  97.0000
  12.000   1.0489   0.04435   0.02249   0.0236   0.0274   1.0000  43.9243  97.0000
  12.200   1.0517   0.04603   0.02393   0.0240   0.0275   1.0000  43.9102  97.0000
  12.400   1.0531   0.04786   0.02553   0.0243   0.0277   1.0000  43.8942  97.0000
  12.600   1.0525   0.04988   0.02735   0.0246   0.0280   1.0000  43.8747  97.0000
  12.800   1.0491   0.05224   0.02953   0.0246   0.0283   1.0000  43.8482  97.0000
  13.000   1.0402   0.05533   0.03249   0.0245   0.0287   1.0000  43.8052  97.0000
  13.200   1.0128   0.06130   0.03836   0.0238   0.0301   1.0000  43.6852  97.0000
  13.400   0.9634   0.06997   0.04704   0.0207   0.0315   1.0000  43.5628  97.0000
  13.600   0.9267   0.07763   0.05477   0.0171   0.0324   1.0000  43.4882  97.0000
  13.800   0.8903   0.08606   0.06348   0.0122   0.0331   1.0000  43.4289  97.0000
  14.000   0.8461   0.09714   0.07533   0.0048   0.0337   1.0000  43.3732  97.0000
  14.200   0.8090   0.10962   0.08867  -0.0014   0.0403   1.0000  42.8360  97.0000
  14.400   0.6884   0.15155   0.13218  -0.0212   0.0515   1.0000  42.0045  97.0000
  14.600   0.6873   0.15651   0.13829  -0.0238   0.0514   1.0000  42.0092  97.0000
  14.800   0.6872   0.16107   0.14416  -0.0262   0.0513   1.0000  42.0160  97.0000
  15.000   0.6878   0.16533   0.14997  -0.0286   0.0512   1.0000  42.0270  97.0000
  15.200   0.6892   0.16927   0.15610  -0.0312   0.0508   1.0000  42.0546  97.0000
  15.400   0.6859   0.17444   0.16620  -0.0361   0.0482   1.0000  42.2458  97.0000
  15.600   0.6872   0.17837   0.17197  -0.0385   0.0468   1.0000  42.3504  97.0000
  15.800   0.6899   0.18185   0.17695  -0.0404   0.0457   1.0000  42.4292  97.0000
  16.000   0.6936   0.18511   0.18161  -0.0421   0.0448   1.0000  42.4964  97.0000
  16.200   0.6978   0.18824   0.18609  -0.0437   0.0440   1.0000  42.5556  97.0000
  16.400   0.7027   0.19120   0.19036  -0.0452   0.0433   1.0000  42.6112  97.0000
  16.600   0.7082   0.19394   0.19434  -0.0465   0.0425   1.0000  42.6677  97.0000
  16.800   0.7145   0.19646   0.19795  -0.0477   0.0418   1.0000  42.7224  97.0000
  17.000   0.7217   0.19873   0.20112  -0.0486   0.0411   1.0000  42.7735  97.0000
  17.200   0.7300   0.20078   0.20376  -0.0493   0.0405   1.0000  42.8198  97.0000
  17.400   0.7389   0.20269   0.20598  -0.0497   0.0399   1.0000  42.8610  97.0000
  17.600   0.7476   0.20467   0.20803  -0.0500   0.0394   1.0000  42.8992  97.0000
  17.800   0.7547   0.20743   0.21014  -0.0503   0.0388   1.0000  42.9464  97.0000
  18.000   0.7503   0.21519   0.21765  -0.0528   0.0380   1.0000  43.0041  97.0000
  18.200   0.7550   0.21857   0.22305  -0.0546   0.0380   1.0000  43.0072  97.0000
  18.400   0.7599   0.22188   0.22851  -0.0565   0.0379   1.0000  43.0111  97.0000
  18.600   0.7648   0.22511   0.23406  -0.0584   0.0379   1.0000  43.0162  97.0000
  18.800   0.7697   0.22824   0.23972  -0.0603   0.0378   1.0000  43.0234  97.0000
  19.000   0.7747   0.23122   0.24560  -0.0624   0.0376   1.0000  43.0353  97.0000
  19.200   0.7786   0.23379   0.25286  -0.0651   0.0373   1.0000  43.0682  97.0000
  19.400   0.7790   0.23651   0.26462  -0.0701   0.0343   1.0000  43.3252  97.0000
  19.600   0.7849   0.23919   0.27028  -0.0720   0.0324   1.0000  43.4890  97.0000
  19.800   0.7915   0.24158   0.27514  -0.0736   0.0310   1.0000  43.6122  97.0000
  20.000   0.7984   0.24379   0.27953  -0.0749   0.0299   1.0000  43.7042  97.0000
